Name,Event,Description,Current Type,Current Nurturing,Date
Natalie Brunell,Platform Account Created,,Lead,Engaged,17/01/2021 05:26
Natalie Brunell,Apply to Join Meeting,,Lead,Engaged,17/01/2021 05:31
John Lane,Lead Created,;2021-01-17T08:27:29.000Z,Not a lead,Not an opportunity,17/01/2021 08:27
John Lane,Platform Account Created,,Not a lead,Not an opportunity,17/01/2021 08:27
John Lane,Apply to Join Meeting,,Not a lead,Not an opportunity,17/01/2021 08:34
Anabel Moultry,Lead Created,;2021-01-17T14:03:46.000Z,Lead,Post Meeting Follow-up Completed,17/01/2021 14:03
Anabel Moultry,Platform Account Created,,Lead,Post Meeting Follow-up Completed,17/01/2021 14:03
Anabel Moultry,Apply to Join Meeting,,Lead,Post Meeting Follow-up Completed,17/01/2021 14:10
Deborah Hein,Apply to Join Meeting,,Contributing  Member,Attended Meeting,17/01/2021 14:22
Robert White,Platform Account Created,,Lead,Initial Engagement,17/01/2021 14:31
Robert White,Lead Created,;2021-01-17T14:31:37.000Z,Lead,Initial Engagement,17/01/2021 14:31
Robert Murphy,Apply to Join Meeting,,Paying Member,,17/01/2021 14:35
Robert White,Apply to Join Meeting,,Lead,Initial Engagement,17/01/2021 14:37
Robert Murphy,Apply to Join Meeting,,Paying Member,,17/01/2021 14:41
Melody Stout,Apply to Join Meeting,,Paying Member,Attended Meeting,17/01/2021 14:43
Robert Taulbee,Lead Created,;2021-01-17T14:51:55.000Z,Team,Initial Engagement,17/01/2021 14:51
Robert Taulbee,Platform Account Created,,Team,Initial Engagement,17/01/2021 14:51
Robert Taulbee,Apply to Join Meeting,,Team,Initial Engagement,17/01/2021 14:57
Philip Nelson,Apply to Join Meeting,,Paying Member,Attended Meeting,17/01/2021 16:11
Leroy Hall,Deal Updated,,Lead,Confirmed Meeting Attendee,18/01/2021 08:50
Ronald Wilson,Platform Account Created,,Lead,Opportunity,18/01/2021 08:52
Ronald Wilson,Lead Created,;2021-01-18T08:52:27.000Z,Lead,Opportunity,18/01/2021 08:52
Michael Collingwood,Deal Closed,,Paying Member,,18/01/2021 09:06
Katharine Guffey,Deal Closed,,Paying Member,Attended Meeting,18/01/2021 09:07
William Hartley,Apply to Join Meeting,,Lead,Not an opportunity,18/01/2021 10:57
Grace Sturgeon,Call,,Lead,Opportunity,18/01/2021 11:17
Douglas Barber,Email,,Lead,Attended Meeting,18/01/2021 13:46
Douglas Barber,Email,,Lead,Attended Meeting,18/01/2021 13:48
Gregg Mcmullen,Call,,Lead,,18/01/2021 13:48
Douglas Barber,Email,,Lead,Attended Meeting,18/01/2021 13:50
Adam Robert,Lead Created,;2021-01-18T14:05:45.000Z,Contributing  Member,Attended Meeting,18/01/2021 14:05
Adam Robert,Platform Account Created,,Contributing  Member,Attended Meeting,18/01/2021 14:05
Adam Robert,Apply to Join Meeting,,Contributing  Member,Attended Meeting,18/01/2021 14:12
Terry Jones,Email,,Team,,18/01/2021 14:27
Robert Qualls,Email,,Paying Member,,18/01/2021 14:27
Michael Collingwood,Email,,Paying Member,,18/01/2021 14:27
Jamie Harding,Email,,Paying Member,Attended Meeting,18/01/2021 14:27
Danielle Bellefeuille,Email,,Lead,Attended Meeting,18/01/2021 14:27
Francis Belisle,Email,,Paying Member,,18/01/2021 14:27
Amy Williams,Email,,Paying Member,,18/01/2021 14:27
Amy Williams,Email,,Paying Member,,18/01/2021 14:29
Elizabeth Guerra,Email,,Contributing  Member,,18/01/2021 14:39
Wilbert Hogue,Call,,Paying Member,,18/01/2021 14:46
Charles Davidson,Lead Created,;2021-01-18T15:08:59.000Z,Former Paying Member,Attended Meeting,18/01/2021 15:09
Lucy Renner,Call,,Paying Member,Opportunity,18/01/2021 15:18
Essie Yates,Call,,Lead,Opportunity,18/01/2021 15:18
George Leonard,Call,,Lead,Confirmed Meeting Attendee,18/01/2021 15:18
Kathy Brown,Call,,,,18/01/2021 15:18
Delbert Smith,Call,,Paying Member,,18/01/2021 15:18
Mark Blaida,Call,,Former Paying Member,,18/01/2021 15:18
Joseph Henry,Call,,,Attended Meeting,18/01/2021 15:18
Barbara Homza,Apply to Join Meeting,,Lead,Attended Meeting,18/01/2021 15:31
Nancy Quarles,Cancelled/No Show Meeting,,Paying Member,Attended Meeting,18/01/2021 15:39
Betty Delgado,Platform Account Created,,Lead,Confirmed Meeting Attendee,18/01/2021 16:20
Betty Delgado,Lead Created,;2021-01-18T16:20:45.000Z,Lead,Confirmed Meeting Attendee,18/01/2021 16:20
Jennifer Barrett,Call,,Paying Member,,18/01/2021 16:48
Ruby Yamasaki,Call,,Paying Member,,18/01/2021 16:48
Georgette Rohling,Call,,Paying Member,,18/01/2021 16:48
Arthur Alston,Call,,Paying Member,,18/01/2021 16:48
Mary Dighton,Call,,Paying Member,,18/01/2021 16:48
William Caudel,Apply to Join Meeting,,Paying Member,,18/01/2021 23:17
Delbert Smith,Attended Meeting,,Paying Member,,19/01/2021 00:01
George Leonard,Attended Meeting,,Lead,Confirmed Meeting Attendee,19/01/2021 00:01
Vincent Gray,Attended Meeting,,Paying Member,,19/01/2021 00:01
Susan Molnar,Attended Meeting,,,Attended Meeting,19/01/2021 00:01
Mark Blaida,Attended Meeting,,Former Paying Member,,19/01/2021 00:01
Joseph Henry,Attended Meeting,,,Attended Meeting,19/01/2021 00:01
Essie Yates,Attended Meeting,,Lead,Opportunity,19/01/2021 00:01
Kathy Brown,Attended Meeting,,,,19/01/2021 00:01
Xavier Cleary,Attended Meeting,,Lead,Attended Meeting,19/01/2021 00:01
Lucy Renner,Attended Meeting,,Paying Member,Opportunity,19/01/2021 00:01
Annie Delgado,Lead Created,;2021-01-19T05:27:50.000Z,Not a lead,Not an opportunity,19/01/2021 05:27
Annie Delgado,Platform Account Created,,Not a lead,Not an opportunity,19/01/2021 05:27
Kenneth Johnson,Lead Created,;2021-01-19T09:05:31.000Z,,Attended Meeting,19/01/2021 09:06
Mary Finwall,Email,,Lead,Opportunity,19/01/2021 09:31
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,19/01/2021 09:31
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,19/01/2021 09:31
Mary Finwall,Email,,Lead,Opportunity,19/01/2021 09:33
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,19/01/2021 09:33
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,19/01/2021 09:33
Regina Engelhardt,Cancelled/No Show Meeting,,Lead,Confirmed Meeting Attendee,19/01/2021 10:12
Regina Rissell,Lead Created,;2021-01-19T10:12:41.000Z,,Attended Meeting,19/01/2021 10:12
Frederick Hyden,Email,,,,19/01/2021 11:18
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 11:18
Michael Collingwood,Email,,Paying Member,,19/01/2021 11:29
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 11:41
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 11:42
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 11:43
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 11:44
Douglas Barber,Email,,Lead,Attended Meeting,19/01/2021 11:47
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 11:47
Douglas Barber,Email,,Lead,Attended Meeting,19/01/2021 11:48
William Caudel,Apply to Join Meeting,,Paying Member,,19/01/2021 12:31
Essie Yates,Call,,Lead,Opportunity,19/01/2021 12:46
Janet Taylor,Platform Account Created,,Lead,Initial Engagement,19/01/2021 13:07
Janet Taylor,Apply to Join Meeting,,Lead,Initial Engagement,19/01/2021 13:12
Jennifer Browne,Lead Created,;2021-01-19T13:36:28.000Z,Not a lead,Not an opportunity,19/01/2021 13:36
Jennifer Browne,Platform Account Created,,Not a lead,Not an opportunity,19/01/2021 13:36
Sylvia Guidi,Lead Created,;2021-01-19T14:00:03.000Z,Lead,Post Meeting Follow-up Completed,19/01/2021 14:00
Sylvia Guidi,Platform Account Created,,Lead,Post Meeting Follow-up Completed,19/01/2021 14:00
Michael Collingwood,Email,,Paying Member,,19/01/2021 14:03
Sarah Starrett,Lead Created,Focussed Targetting;2021-01-19T14:02:46.000Z,Not a lead,Confirmed Meeting Attendee,19/01/2021 14:07
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 14:13
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 14:17
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 14:17
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 14:19
Earnestine Roza,Call,,Lead,Opportunity,19/01/2021 14:19
Robert Qualls,Email,,Paying Member,,19/01/2021 14:35
Michael Collingwood,Email,,Paying Member,,19/01/2021 14:35
Amy Williams,Email,,Paying Member,,19/01/2021 14:35
Francis Belisle,Email,,Paying Member,,19/01/2021 14:35
Danielle Bellefeuille,Email,,Lead,Attended Meeting,19/01/2021 14:35
Terry Jones,Email,,Team,,19/01/2021 14:35
Jamie Harding,Email,,Paying Member,Attended Meeting,19/01/2021 14:35
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 14:37
Venus Weiss,Call,,Team,Attended Meeting,19/01/2021 14:47
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 14:51
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 14:51
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 14:51
Robert Qualls,Email,,Paying Member,,19/01/2021 14:59
Danielle Bellefeuille,Email,,Lead,Attended Meeting,19/01/2021 14:59
Terry Jones,Email,,Team,,19/01/2021 14:59
Francis Belisle,Email,,Paying Member,,19/01/2021 14:59
Michael Collingwood,Email,,Paying Member,,19/01/2021 14:59
Amy Williams,Email,,Paying Member,,19/01/2021 14:59
Jamie Harding,Email,,Paying Member,Attended Meeting,19/01/2021 14:59
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 15:04
Henrietta Sanders,Call,,Lead,Opportunity,19/01/2021 15:17
Bryan Barth,Call,,Contributing  Member,Attended Meeting,19/01/2021 15:17
Christian Sherman,Call,,Contributing  Member,Attended Meeting,19/01/2021 15:17
Diane Deem,Call,,Lead,Attended Meeting,19/01/2021 15:17
Angela Sydow,Call,,Lead,Opportunity,19/01/2021 15:17
George Baker,Call,,Team,,19/01/2021 15:17
Eddie Young,Call,,Paying Member,Attended Meeting,19/01/2021 15:17
James Bohannon,Call,,Paying Member,Attended Meeting,19/01/2021 15:17
William Echols,Call,,Paying Member,Attended Meeting,19/01/2021 15:17
Melody Stout,Call,,Paying Member,Attended Meeting,19/01/2021 15:17
Susan Alvarez,Call,,Contributing  Member,Attended Meeting,19/01/2021 15:17
Laura Cobb,Call,,Paying Member,Opportunity,19/01/2021 15:17
Amy Williams,Email,,Paying Member,,19/01/2021 15:23
Francis Belisle,Email,,Paying Member,,19/01/2021 15:23
Robert Qualls,Email,,Paying Member,,19/01/2021 15:23
Michael Collingwood,Email,,Paying Member,,19/01/2021 15:23
Terry Jones,Email,,Team,,19/01/2021 15:23
Jamie Harding,Email,,Paying Member,Attended Meeting,19/01/2021 15:23
Danielle Bellefeuille,Email,,Lead,Attended Meeting,19/01/2021 15:23
Jamie Harding,Email,,Paying Member,Attended Meeting,19/01/2021 15:37
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 15:37
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 15:45
Wilbert Hogue,Call,,Paying Member,,19/01/2021 15:47
William Caudel,Apply to Join Meeting,,Paying Member,,19/01/2021 16:03
Heather Blue,Lead Created,;2021-01-19T16:22:22.000Z,Lead,Not an opportunity,19/01/2021 16:22
Beatrice Lacy,Email,,Contributing  Member,,19/01/2021 16:44
Danny Crow,Email,,,,19/01/2021 16:58
Eddie Young,Cancelled/No Show Meeting,,Paying Member,Attended Meeting,19/01/2021 17:04
George Baker,Cancelled/No Show Meeting,,Team,,19/01/2021 17:04
Jamie Harding,Email,,Paying Member,Attended Meeting,19/01/2021 17:10
Timothy Freeman,Call,,Paying Member,,19/01/2021 17:18
Douglas Rausch,Call,,Paying Member,,19/01/2021 17:18
Jamie Harding,Email,,Paying Member,Attended Meeting,19/01/2021 17:43
Jackson Kreisler,Email,,Lead,Opportunity,19/01/2021 17:59
Yvonne French,Platform Account Created,,Paying Member,,19/01/2021 18:12
Jackson Kreisler,Email,,Lead,Opportunity,19/01/2021 18:21
Maria Leuthauser,Apply to Join Meeting,,Paying Member,,19/01/2021 18:23
Jackson Kreisler,Email,,Lead,Opportunity,19/01/2021 18:34
Dorothy Murray,Email,,,,19/01/2021 19:44
Jamie Harding,Apply to Join Meeting,,Paying Member,Attended Meeting,19/01/2021 19:46
Dorothy Murray,Email,,,,19/01/2021 19:59
Dorothy Murray,Email,,,,19/01/2021 19:59
Dorothy Murray,Email,,,,19/01/2021 20:01
Vicky Kidd,Email,,Lead,Initial Engagement,19/01/2021 20:01
Elizebeth James,Email,,Lead,Initial Engagement,19/01/2021 20:13
Frederick Hyden,Email,,,,19/01/2021 20:18
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 20:20
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 20:28
Dorothy Murray,Email,,,,19/01/2021 20:30
Hazel Rainwater,Email,,Lead,Opportunity,19/01/2021 20:30
Dorothy Murray,Email,,,,19/01/2021 20:32
Robert Qualls,Email,,Paying Member,,19/01/2021 20:55
Michael Collingwood,Email,,Paying Member,,19/01/2021 20:55
Jamie Harding,Email,,Paying Member,Attended Meeting,19/01/2021 20:55
Terry Jones,Email,,Team,,19/01/2021 20:55
Francis Belisle,Email,,Paying Member,,19/01/2021 20:55
Amy Williams,Email,,Paying Member,,19/01/2021 20:55
Danielle Bellefeuille,Email,,Lead,Attended Meeting,19/01/2021 20:55
Earnestine Roza,Deal Created,,Lead,Opportunity,19/01/2021 20:57
Gregg Mcmullen,Deal Created,,Lead,,19/01/2021 20:57
Essie Yates,Deal Created,,Lead,Opportunity,19/01/2021 20:57
Jason Haynes,Deal Created,,Lead,Opportunity,19/01/2021 21:02
Henrietta Sanders,Deal Created,,Lead,Opportunity,19/01/2021 21:03
Frank Kaiser,Email,,Paying Member,,19/01/2021 21:45
John Smith,Email,,Paying Member,,19/01/2021 21:46
Terry Jones,Email,,Team,,19/01/2021 22:00
Amy Williams,Email,,Paying Member,,19/01/2021 22:00
Francis Belisle,Email,,Paying Member,,19/01/2021 22:00
Michael Collingwood,Email,,Paying Member,,19/01/2021 22:00
Jamie Harding,Email,,Paying Member,Attended Meeting,19/01/2021 22:00
Danielle Bellefeuille,Email,,Lead,Attended Meeting,19/01/2021 22:00
Robert Qualls,Email,,Paying Member,,19/01/2021 22:00
Angela Sydow,Attended Meeting,,Lead,Opportunity,20/01/2021 00:00
Laura Cobb,Attended Meeting,,Paying Member,Opportunity,20/01/2021 00:00
William Echols,Attended Meeting,,Paying Member,Attended Meeting,20/01/2021 00:00
Henrietta Sanders,Attended Meeting,,Lead,Opportunity,20/01/2021 00:00
James Bohannon,Attended Meeting,,Paying Member,Attended Meeting,20/01/2021 00:00
Diane Deem,Attended Meeting,,Lead,Attended Meeting,20/01/2021 00:00
Susan Alvarez,Attended Meeting,,Contributing  Member,Attended Meeting,20/01/2021 00:00
Bryan Barth,Attended Meeting,,Contributing  Member,Attended Meeting,20/01/2021 00:00
Christian Sherman,Attended Meeting,,Contributing  Member,Attended Meeting,20/01/2021 00:00
Melody Stout,Attended Meeting,,Paying Member,Attended Meeting,20/01/2021 00:00
Aimee Lopez,Email,,Lead,Attended Meeting,20/01/2021 05:08
Frank Kaiser,Email,,Paying Member,,20/01/2021 06:33
John Smith,Email,,Paying Member,,20/01/2021 06:33
George Leonard,Deal Updated,,Lead,Confirmed Meeting Attendee,20/01/2021 07:58
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,20/01/2021 08:04
Essie Yates,Email,,Lead,Opportunity,20/01/2021 08:04
Frederick Hyden,Email,,,,20/01/2021 08:06
Essie Yates,Email,,Lead,Opportunity,20/01/2021 08:06
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,20/01/2021 08:06
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,20/01/2021 08:07
Essie Yates,Email,,Lead,Opportunity,20/01/2021 08:07
Lee Yerian,Email,,Lead,Attended Meeting,20/01/2021 08:08
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,20/01/2021 08:08
Essie Yates,Email,,Lead,Opportunity,20/01/2021 08:08
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,20/01/2021 08:08
Essie Yates,Email,,Lead,Opportunity,20/01/2021 08:08
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,20/01/2021 08:09
Essie Yates,Email,,Lead,Opportunity,20/01/2021 08:09
Essie Yates,Email,,Lead,Opportunity,20/01/2021 08:09
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,20/01/2021 08:09
Lee Yerian,Email,,Lead,Attended Meeting,20/01/2021 08:09
Lee Yerian,Email,,Lead,Attended Meeting,20/01/2021 08:11
Beatrice Lacy,Email,,Contributing  Member,,20/01/2021 08:37
Aimee Lopez,Email,,Lead,Attended Meeting,20/01/2021 08:43
Sherrie Ivory,Call,,Paying Member,,20/01/2021 08:46
Maria Wickings,Call,,,,20/01/2021 08:46
Blanche Hartsock,Platform Account Created,,Paying Member,,20/01/2021 08:57
Beatrice Lacy,Email,,Contributing  Member,,20/01/2021 09:13
Elizabeth Guerra,Email,,Contributing  Member,,20/01/2021 10:05
Christina Yarberry,Call,,Lead,Engaged,20/01/2021 10:16
Jackson Kreisler,Email,,Lead,Opportunity,20/01/2021 10:22
Jackson Kreisler,Email,,Lead,Opportunity,20/01/2021 10:34
Jackson Kreisler,Email,,Lead,Opportunity,20/01/2021 10:38
Jackson Kreisler,Email,,Lead,Opportunity,20/01/2021 10:42
Michael Collingwood,Email,,Paying Member,,20/01/2021 11:04
Elizabeth Guerra,Email,,Contributing  Member,,20/01/2021 11:06
Jorge Merrick,Email,,,,20/01/2021 11:06
Elizabeth Guerra,Email,,Contributing  Member,,20/01/2021 11:18
Michael Collingwood,Email,,Paying Member,,20/01/2021 11:38
Ben Mehr,Call,,Former Paying Member,Attended Meeting,20/01/2021 11:48
Sam Stauber,Lead Created,Sales Inquiry Form;2021-01-20T11:49:32.000Z,,Not an opportunity,20/01/2021 11:49
Dorothy Murray,Email,,,,20/01/2021 11:58
Dorothy Murray,Email,,,,20/01/2021 11:58
Roderick Orcutt,Platform Account Created,,Paying Member,,20/01/2021 12:41
Jorge Merrick,Email,,,,20/01/2021 12:53
Pamela Fields,Lead Created,CRM Email/Call Tracking;2021-01-20T12:45:01.000Z,Lead,Engaged,20/01/2021 12:57
Jorge Merrick,Email,,,,20/01/2021 13:07
Danny Crow,Email,,,,20/01/2021 13:09
Pamela Fields,Call,,Lead,Engaged,20/01/2021 13:16
Amy Schulte,Call,,Paying Member,Attended Meeting,20/01/2021 13:16
Jorge Merrick,Email,,,,20/01/2021 13:18
Natalie Brunell,Call,,Lead,Engaged,20/01/2021 13:18
Jorge Merrick,Email,,,,20/01/2021 13:30
Michael Collingwood,Email,,Paying Member,,20/01/2021 13:34
Kristina Lemelin,Call,,Lead,Not an opportunity,20/01/2021 13:46
Karen Zatorski,Call,,Paying Member,,20/01/2021 13:46
Ruth Vasquez,Call,,Paying Member,,20/01/2021 13:46
Elizabeth Guerra,Email,,Contributing  Member,,20/01/2021 14:07
Keith Bueno,Call,,Lead,Opportunity,20/01/2021 14:16
George Sapp,Call,,Not a lead,Not an opportunity,20/01/2021 14:16
Ruth Vasquez,Call,,Paying Member,,20/01/2021 14:24
Betty Prather,Cancelled/No Show Meeting,,,Not an opportunity,20/01/2021 14:28
Elizabeth Guerra,Email,,Contributing  Member,,20/01/2021 14:30
Jamie Harding,Email,,Paying Member,Attended Meeting,20/01/2021 14:32
Elizebeth James,Email,,Lead,Initial Engagement,20/01/2021 14:35
Jamie Harding,Email,,Paying Member,Attended Meeting,20/01/2021 14:37
Jamie Harding,Email,,Paying Member,Attended Meeting,20/01/2021 14:41
Dorothy Murray,Email,,,,20/01/2021 14:45
Eva Bailey,Call,,Paying Member,,20/01/2021 14:47
Dorothy Murray,Email,,,,20/01/2021 14:47
Robert Qualls,Email,,Paying Member,,20/01/2021 15:05
Jackson Kreisler,Email,,Lead,Opportunity,20/01/2021 15:09
Jackson Kreisler,Email,,Lead,Opportunity,20/01/2021 15:18
Lois Philbrick,Call,,Paying Member,,20/01/2021 15:18
Jackson Kreisler,Email,,Lead,Opportunity,20/01/2021 15:24
Jackson Kreisler,Email,,Lead,Opportunity,20/01/2021 15:26
Pamela Fields,Email,,Lead,Engaged,20/01/2021 15:30
Robert Qualls,Email,,Paying Member,,20/01/2021 15:41
Danielle Ohaver,Cancelled/No Show Meeting,,Team,,20/01/2021 15:41
Pamela Fields,Email,,Lead,Engaged,20/01/2021 15:45
Danielle Bellefeuille,Call,,Lead,Attended Meeting,20/01/2021 15:47
Francis Belisle,Call,,Paying Member,,20/01/2021 15:47
Jamie Harding,Call,,Paying Member,Attended Meeting,20/01/2021 15:47
Michael Collingwood,Call,,Paying Member,,20/01/2021 15:47
Robert Qualls,Call,,Paying Member,,20/01/2021 15:47
Henrietta Sanders,Call,,Lead,Opportunity,20/01/2021 15:47
Robert Willis,Call,,Paying Member,,20/01/2021 15:47
Terry Jones,Call,,Team,,20/01/2021 15:47
Amy Williams,Call,,Paying Member,,20/01/2021 15:47
Ronald Powers,Call,,,,20/01/2021 15:47
Ronald Powers,Call,,Team,Attended Meeting,20/01/2021 15:47
Clorinda Powell,Call,,Paying Member,Attended Meeting,20/01/2021 15:47
Jackson Kreisler,Call,,Lead,Opportunity,20/01/2021 15:47
Dennis Rodriguez,Call,,Lead,Post Meeting Follow-up Completed,20/01/2021 15:47
Rose Harris,Call,,Contributing  Member,Attended Meeting,20/01/2021 15:47
Christopher Bartley,Call,,Lead,Not an opportunity,20/01/2021 15:47
Robert Murphy,Call,,Paying Member,,20/01/2021 15:47
